industry,industry_uuid,category,subcategory_1,uuid,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Heat Pump,Components,olit_ea962ae2cdd042b4bd369d09fe884407,Reversing Valve,Replace heat pump reversing valve. Refrigerant recovery/recharge billed separately. Includes 1-year labor warranty.,$1320.00,$285.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Heat Pump,Components,olit_d6f08cfebfed4a6da2bafb4cb74bd0a9,Reversing Valve Solenoid,Replace reversing valve solenoid coil only. Includes 1-year labor warranty.,$360.00,$55.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Heat Pump,Components,olit_a115825d9a5242d5a45bdd43c9f9e58c,Defrost Sensor/Thermostat,Replace defrost sensor or thermostat on heat pump outdoor unit. Includes 1-year labor warranty.,$288.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Heat Pump,Components,olit_c15ce3e8954c46e683233cb4f581668e,Accumulator,Replace suction line accumulator. Refrigerant recovery/recharge billed separately. Includes 1-year labor warranty.,$600.00,$125.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Heat Pump,Auxiliary Heat,olit_a3eb470129e247e1b82e655fac2339fd,Heat Strip Element - 5kW,Replace 5kW auxiliary heat strip element. Includes 1-year labor warranty.,$420.00,$75.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Heat Pump,Auxiliary Heat,olit_63625c0243814fc69986decf681f4df0,Heat Strip Element - 10kW,Replace 10kW auxiliary heat strip element. Includes 1-year labor warranty.,$480.00,$95.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Heat Pump,Auxiliary Heat,olit_6d45b4eb609346d29328e35f631042a7,Heat Strip Assembly - Complete,Replace complete heat strip assembly with all elements. Includes 1-year labor warranty.,$720.00,$185.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Compressor,olit_bcde7b00f7054f0d826681561db13618,Compressor Replacement - Residential (Labor Only),"Labor to replace residential compressor (2-5 ton). Compressor billed separately. Includes recovery, evacuation, oil charge, and startup. Includes 1-year labor warranty.",$1800.00,$400.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Compressor,olit_04c362c5086d4c2c88d8a4dd8da3aeeb,Compressor - 2 Ton Scroll,2-ton scroll compressor with labor installation. Includes 1-year labor warranty.,$2400.00,$850.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Compressor,olit_0ecc8a58b2e84e1386d426a5f3276786,Compressor - 3 Ton Scroll,3-ton scroll compressor with labor installation. Includes 1-year labor warranty.,$2640.00,$950.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Compressor,olit_6fd62f58ca344887a31e8e7f73172f5f,Compressor - 4 Ton Scroll,4-ton scroll compressor with labor installation. Includes 1-year labor warranty.,$2880.00,$1050.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Compressor,olit_1d4a9a03e53442c4bc10abba8eac47e6,Compressor - 5 Ton Scroll,5-ton scroll compressor with labor installation. Includes 1-year labor warranty.,$3120.00,$1150.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Compressor,olit_8e1ebff5fa53457794f06193ba7b03e8,Hard Start Kit,Install hard start kit to provide extra starting torque for compressor. Includes 1-year labor warranty.,$336.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Compressor,olit_9d93ebd0363644ee8c61ebf19d3977ac,Soft Start Kit,Install soft start kit to reduce inrush current and extend compressor life. Includes 1-year labor warranty.,$720.00,$280.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Compressor,olit_632766e20d4d4c49bce5003ad7b678ca,Crankcase Heater,Install or replace crankcase heater to prevent liquid refrigerant migration. Includes 1-year labor warranty.,$264.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,TXV,olit_317579a954de4c7396f6f1d1214a2b8f,TXV - 2-3 Ton,Replace thermal expansion valve (2-3 ton). Refrigerant billed separately. Includes 1-year labor warranty.,$840.00,$125.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,TXV,olit_a4b57967b341403cae5147c538d4c8c8,TXV - 3.5-5 Ton,Replace thermal expansion valve (3.5-5 ton). Refrigerant billed separately. Includes 1-year labor warranty.,$960.00,$150.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,TXV,olit_10a0c1fe0c1248f990d1fe299d378bd4,Piston/Orifice Metering Device,Replace piston or fixed orifice metering device. Includes 1-year labor warranty.,$420.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Components,olit_e324686e25b841239a4fe1ae78382cd7,Filter Drier - Liquid Line,Replace liquid line filter drier to ensure refrigerant cleanliness. Includes 1-year labor warranty.,$420.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Components,olit_c306ca522bc445a18297aa6bdf3923f6,Filter Drier - Suction Line,Replace suction line filter drier to protect compressor after burnout. Includes 1-year labor warranty.,$480.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Components,olit_9e2ae916f8c249549cf1b30301266d4e,Service Valve - Schrader,Replace leaking schrader core or service valve. Includes 1-year labor warranty.,$180.00,$15.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Components,olit_0440fb9db1364690abb3a3a0ae695629,Service Valve - Full Size,Replace full-size refrigerant service valve. Includes 1-year labor warranty.,$540.00,$65.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Leak,olit_b8d5ba65ee3d488f926d91aa5b464b86,Leak Search - Basic (up to 1.5 hrs),Electronic/nitrogen leak search to locate refrigerant leak source. Includes 1-year labor warranty on workmanship.,$540.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Leak,olit_dd542d885c86422abf4b528efb145f44,Leak Search - Comprehensive,"Comprehensive leak search including hard-to-access areas, attic, and line-set tracing. Includes 1-year labor warranty.",$840.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Leak,olit_d51983eae8e445abb5a53cc77fcf6ee4,Leak Search - UV Dye Injection,Inject UV dye and return for leak location. Two-trip service. Includes 1-year labor warranty.,$480.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Leak,olit_fdf820450d4446938422579d87da78cc,Leak Repair - Minor Brazed (Single Point),Brazed repair at a single accessible leak point with nitrogen purge. Refrigerant billed separately. Includes 1-year labor warranty.,$540.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Leak,olit_4f20288533a44686949417cdd8e1be49,Leak Repair - Evaporator Coil (In-Place),Spot repair of evaporator coil leak in place where feasible. Includes nitrogen purge. Refrigerant billed separately. Includes 1-year labor warranty.,$780.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Leak,olit_30756c236e674599af13da96123e7488,Leak Repair - Line Set (up to 6 ft splice),Repair line set leak with patch/splice and reinsulate up to 6 ft. Refrigerant billed separately. Includes 1-year labor warranty.,$900.00,$55.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Leak,olit_5d3e370a168e4e6e9f48b433c8f8543a,Leak Repair - Condenser Coil,Repair condenser coil leak. May require panel removal. Refrigerant billed separately. Includes 1-year labor warranty.,$660.00,$40.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Service,olit_e2d1a1e327474f629d39ef6a963f4b2b,System Flush / Line Set Flush,Flush and clean refrigeration line set with approved chemical flush after compressor burnout. Includes 1-year labor warranty.,$600.00,$65.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Service,olit_16c209f1bcbe4cac93463fcf4092e850,Refrigerant Recovery (Per System),Recover refrigerant from system for service/repair. EPA-compliant disposal. Includes 1-year labor warranty on workmanship.,$360.00,$15.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigeration,Service,olit_dfac8583a45e41c6b51c3befc15afee2,Evacuation and Recharge (Labor Only),Evacuate system to proper vacuum and recharge with refrigerant. Refrigerant billed separately per pound. Includes 1-year labor warranty.,$420.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Coils,Evaporator,olit_0a6821f3d33442cb9124bd2e46628265,Evaporator Coil - 2 Ton,Replace 2-ton evaporator coil. Includes refrigerant recovery/recharge. Includes 1-year labor warranty.,$1680.00,$450.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Coils,Evaporator,olit_e94c96660e5e4549b11062013a9c6587,Evaporator Coil - 3 Ton,Replace 3-ton evaporator coil. Includes refrigerant recovery/recharge. Includes 1-year labor warranty.,$1920.00,$550.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Coils,Evaporator,olit_db93125b3a3146d883fe2f85c2e6b245,Evaporator Coil - 4 Ton,Replace 4-ton evaporator coil. Includes refrigerant recovery/recharge. Includes 1-year labor warranty.,$2160.00,$650.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Coils,Evaporator,olit_3c290409e27541518cf3708ab7628ea6,Evaporator Coil - 5 Ton,Replace 5-ton evaporator coil. Includes refrigerant recovery/recharge. Includes 1-year labor warranty.,$2400.00,$750.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Coil Cleaning,olit_ea8aa0b855654c348f6e552b0940fdf4,Condenser Coil Cleaning - Standard,Rinse and detergent clean of outdoor coil; straighten fins as needed. Includes 1-year labor warranty.,$288.00,$15.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Coil Cleaning,olit_98255a69c98e4c0b9441f9e8239dc591,Condenser Coil Cleaning - Deep Chemical,Heavy-duty chemical cleaning with panel removal as needed. For severely clogged coils. Includes 1-year labor warranty.,$480.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Coil Cleaning,olit_48e70f3406624c6ab7d5981aae2bd8d9,Evaporator Coil Cleaning - Accessible,Clean evaporator coil in place; includes drain pan rinse and trap flush. Includes 1-year labor warranty.,$480.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Coil Cleaning,olit_6651376a6dc1497a9fb36cbba70afacc,Evaporator Coil Cleaning - Not Accessible,Clean evaporator coil in tight/attic or vertical applications. Extended access time. Includes 1-year labor warranty.,$720.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Coil Cleaning,olit_c02916d16a59406b99b04f605c0b109f,Evaporator Coil - Pull and Clean,"Remove, chemically clean, and reinstall evaporator coil. Refrigerant billed separately. Includes 1-year labor warranty.",$1080.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Blower,olit_6659347633f94f908de6cab2fdbbf1da,Blower Wheel Cleaning - In Place,Clean blower wheel and housing in place; balance and test airflow. Includes 1-year labor warranty.,$420.00,$15.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance,Blower,olit_5a5070ea36ff41e384c250fa995eb457,Blower Wheel Cleaning - Remove and Clean,Remove and deep-clean blower wheel; reinstall and rebalance. For heavy buildup. Includes 1-year labor warranty.,$720.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Drain,Cleaning,olit_27d7e04451644bd3bacc9a65afa8bbbd,Condensate Drain Flush - Basic,Flush and clear primary condensate drain and trap; add biocide tabs. Includes 1-year labor warranty.,$180.00,$8.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Drain,Cleaning,olit_f9d3a54156934a359e55274eb9e4e129,Condensate Drain Clearing - Clogged,Clear severely clogged drain line with nitrogen or wet/dry vac. Includes 1-year labor warranty.,$264.00,$15.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Drain,Components,olit_7a1b14eab2e44735b5078c425c34dd28,Float Switch / Safety Switch,Install float safety switch to shut system down in case of condensate overflow. Includes 1-year labor warranty.,$264.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Drain,Components,olit_02ea89dd95b041ceba23249141d82e27,Condensate Pump,Replace condensate pump for systems where gravity drain is not possible. Includes 1-year labor warranty.,$420.00,$85.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Drain,Components,olit_5e45da2c5d55471ea1cbcd92c03bc568,Drain Pan - Primary,Replace primary condensate drain pan. Includes 1-year labor warranty.,$540.00,$75.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Drain,Components,olit_98cc9cd8853f40bc8f6b0e1a81ded64e,Drain Pan - Secondary/Auxiliary,Replace secondary/auxiliary drain pan under air handler. Includes 1-year labor warranty.,$420.00,$55.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Drain,Components,olit_e0458e9de9e94483adc546aefd694430,Condensate Pan Treatment Tabs,Install pan treatment tabs to inhibit algae growth and odors. 6-month supply. Includes 1-year labor warranty.,$96.00,$8.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Line Set,Repair,olit_2eca67a4039644c6aa4bcb6d965630c3,Line Set Insulation Repair (up to 10 ft),Replace deteriorated insulation on refrigerant line set up to 10 ft. Includes 1-year labor warranty.,$300.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Line Set,Repair,olit_326005afe5d742a98781f16e1a8498fd,Line Set Insulation Repair (per additional ft),Additional line set insulation beyond 10 ft. Per foot.,$18.00,$3.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Line Set,Replace,olit_37ff80888eb0489e90ab71566fcd9ba8,Line Set Replacement (up to 25 ft),Replace refrigerant line set up to 25 ft with new copper and insulation. Includes evacuation. Includes 1-year labor warranty.,$960.00,$175.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Line Set,Replace,olit_7bffa93cba81405e8b1b89186c800898,Line Set Replacement (per additional ft),Additional line set length beyond 25 ft. Per foot. Includes labor and materials.,$36.00,$12.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Safety,Detection,olit_a44fb63bc4f74342bb11e5550f830236,Carbon Monoxide Detector,Install hardwired or plug-in carbon monoxide detector. Recommended for all gas systems. Includes 1-year labor warranty.,$156.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Safety,Detection,olit_383d07e6fbe5455c96abed98919240dc,Smoke/CO Combination Detector,Install combination smoke and carbon monoxide detector. Includes 1-year labor warranty.,$204.00,$55.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Safety,Detection,olit_15df967237054a51bc85a1ebc242cb81,Combustible Gas Detector,Install natural gas/propane leak detector near furnace or water heater. Includes 1-year labor warranty.,$180.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Repair,olit_52c863dce6674dc4a455b1b2d3883f16,Duct Repair - Minor (per section),"Repair disconnected, damaged, or crushed flex duct (single section). Includes 1-year labor warranty.",$264.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Repair,olit_35918fb551644f0ab5ceb835120fd659,Duct Repair - Major (per section),Major duct repair including replacement of damaged section up to 10 ft. Includes 1-year labor warranty.,$420.00,$75.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Repair,olit_8e28d16bfbf54bd98de6a2b1a9d6848e,Duct Sealing - Aerosol (Aeroseal),Seal duct leaks with Aeroseal or similar aerosol sealing technology. Whole system treatment.,$2400.00,$850.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Repair,olit_ac9b15de0540411eb3b0809727cea488,Duct Sealing - Manual (per connection),Manually seal duct connection with mastic and tape. Per joint/connection. Includes 1-year labor warranty.,$84.00,$12.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Install,olit_5fde8844bc274247bcfdf4f6f458c98a,Flex Duct Run - New (per 10 ft),Install new insulated flex duct run up to 10 ft with connections. Includes 1-year labor warranty.,$300.00,$65.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Install,olit_4da2f847efb04b2686709542bb42e724,Hard Pipe Duct (per linear ft),Install rigid metal ductwork. Per linear foot. Includes 1-year labor warranty.,$48.00,$15.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Install,olit_4bd44e43e2b94eb9918dd5e163ad28f4,Supply Vent / Register - New,Install new supply vent/register including duct connection. Includes 1-year labor warranty.,$324.00,$65.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Install,olit_1bfa717ee24c46d28d94db2b28573300,Return Air Drop - New,Install new return air drop with grille. Includes 1-year labor warranty.,$480.00,$95.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Install,olit_1fc6c30f3668444281c29e67bc53c417,Plenum - Supply or Return,Fabricate and install sheet metal plenum. Includes 1-year labor warranty.,$540.00,$125.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Components,olit_02c02613cee241b6beb75b3ff00d6177,Register/Grille Replacement,Replace damaged or outdated supply or return register/grille. Standard sizes. Includes 1-year labor warranty.,$120.00,$25.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Components,olit_eb6d12e97bf1436fb8ab5504cfc29bc2,Damper - Manual,Install manual balancing damper in duct run. Includes 1-year labor warranty.,$180.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Components,olit_6074b96dfc1040b887ed3091bd9f8d35,Damper - Motorized Zone,Install motorized zone damper. Includes 1-year labor warranty.,$420.00,$125.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Service,olit_739077f24a3a4e7eace9eb9e471a6477,Duct Cleaning - Standard Home,Complete air duct cleaning for standard home (up to 10 vents). Includes main trunk and returns.,$480.00,$150.00,false,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Service,olit_3e847df324704f3c934a92818419528c,Duct Cleaning - Per Additional Vent,Additional vent cleaning beyond 10 vents. Per vent.,$48.00,$12.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Ductwork,Service,olit_0a1426634b91426b9a9464171b4fb3e8,Air Balance,Measure and adjust airflow throughout system for balanced distribution. Includes written report.,$600.00,$125.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Bathroom,olit_c695dfa497ea416c8c72af03d7dee7ff,Bathroom Exhaust Fan - Standard,Replace bathroom exhaust fan with standard CFM unit. Includes 1-year labor warranty.,$324.00,$65.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Bathroom,olit_11ab19e0d8b849ba89a9a59ad1515214,Bathroom Exhaust Fan - Quiet/Premium,"Replace bathroom exhaust fan with quiet, premium unit. Includes 1-year labor warranty.",$420.00,$115.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Bathroom,olit_9247b0a0151c48a7ac280d48f388fbe0,Bathroom Fan with Light/Heater,Replace bath fan with combination light and/or heater unit. Includes 1-year labor warranty.,$540.00,$165.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Kitchen,olit_b0dbbe3f9d4d4d3ab53242b485168aa5,Range Hood - Standard,Install or replace standard range hood exhaust. Includes 1-year labor warranty.,$480.00,$145.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Kitchen,olit_f2850f1310724ee1aaf2b4f6d2cd2a20,Range Hood - Premium/Ductless,Install premium or ductless range hood. Includes 1-year labor warranty.,$660.00,$225.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Whole House,olit_e849374d0fee48f1a38fa490402976e8,Whole House Fan,Install whole house ventilation fan in attic. For evening cooling. Includes 1-year labor warranty.,$1440.00,$485.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Attic,olit_f8d10540776742e9984c870ec6e00bbf,Attic Fan - Solar,Install solar-powered attic ventilation fan. Includes 1-year labor warranty.,$720.00,$225.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Attic,olit_2e4ccc776821491aa049a06e002460b3,Attic Fan - Electric,Install electric attic ventilation fan with thermostat. Includes 1-year labor warranty.,$600.00,$175.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Dryer,olit_90d6305ae89c4b85af5f394456f52f8a,Dryer Vent Cleaning,Clean dryer vent from dryer to exterior. Fire prevention service.,$95.00,$25.00,false,Each,"",true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Dryer,olit_029079dea7594d4e87f653253a60373d,Dryer Vent Reroute/Replacement,Replace or reroute dryer vent with rigid metal duct. Up to 15 ft. Includes 1-year labor warranty.,$420.00,$85.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance Plans,Annual,olit_03b6066e5c034058962532a05aeb36b9,Comfort Club - Annual (1 System),"Annual maintenance plan including 2 tune-ups, priority scheduling, 15% repair discount, no diagnostic fees. Single system.",$288.00,$120.00,false,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance Plans,Annual,olit_59c6172e9290458b8fb1ab9776462c48,Comfort Club - Annual (2 Systems),Annual maintenance plan for two HVAC systems. All Comfort Club benefits.,$456.00,$190.00,false,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance Plans,Annual,olit_64ca84574f264b398ca1ef8a96182a31,Comfort Club - Annual (Additional System),Add additional system to existing Comfort Club membership.,$168.00,$70.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Maintenance Plans,Premium,olit_65826a191d2d4ce787283ceecd90801d,Premium Protection Plan (1 System),"Premium plan including 2 tune-ups, parts discount, extended labor warranty, priority emergency service. Single system.",$480.00,$200.00,false,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Inspections,Real Estate,olit_73bb670928634a78b713a05398e34c41,Pre-Purchase HVAC Inspection,Comprehensive HVAC inspection for home buyers. Written report with photos and recommendations.,$240.00,$100.00,false,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Inspections,Real Estate,olit_cc430319ff21480cba34dd2b34a6b95d,Pre-Sale HVAC Inspection,HVAC inspection and certification for home sellers. Written report.,$216.00,$90.00,false,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Inspections,Specialty,olit_a3f59f44663b47448a0b8955d3f18f5f,Combustion Safety Test,"Complete combustion analysis including CO levels, gas pressure, and draft. For gas appliances.",$216.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Inspections,Specialty,olit_116d8942a9cb496582944047882eec96,Duct Leakage Test,Duct blaster test to measure duct leakage. Written report with recommendations.,$360.00,$95.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Inspections,Specialty,olit_f253d21296954027a74b239e7bf4e4d7,Load Calculation (Manual J),Perform Manual J load calculation for proper system sizing. Required for new installations.,$360.00,$95.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Labor,olit_ba91c2a810bb45de9983cff5eb0beaa2,Standard Labor Rate (per hour),Standard labor rate for repairs and installations. Per hour after first hour.,$150.00,$65.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Labor,olit_6f7bf7ec26cb40a2a5309d0aaaf5c41f,Apprentice/Helper Labor (per hour),Helper or apprentice labor rate. Per hour.,$90.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Equipment,olit_fd9ba58b02ed49af8cf9d537a3d2e899,Equipment Rental - Recovery Machine,Rental of refrigerant recovery machine for DIY contractors.,$120.00,$40.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Equipment,olit_fa00a4d54b364e8aa3bc5b949617cdb2,Crane Service - Standard,Standard crane service for rooftop equipment. Up to 2 hours.,$420.00,$200.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Equipment,olit_732e5f1baf49491b8a894c86ad20e956,Crane Service - Extended,Extended crane service for difficult access or heavy equipment.,$720.00,$350.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Permits,olit_a2670db0866b464d9da8cbd3bbd52fbb,Permit Fee - Standard,Pull permit for standard HVAC installation (changeout).,$180.00,$85.00,false,Each,,false
